         ,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 14,Bathroom_Type,Latitude,Longitude,Neighborhood_Livability_Score,Cluster_ID
Posted On,3,40000,1200,2 out of 4,Super Area,Kandivali West,Mumbai,Semi-Furnished,Family,2,Contact Owner,,Common,19.04080625,72.83275752,3.3,3
Posted On,2,46000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,En-suite,19.04225957,72.96661321,9.3,0
Posted On,1,27000,472,13 out of 14,Carpet Area,"Marathon Embryo, Bhandup West",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,,Attached,19.04836173,72.91869618,2.7,3
Posted On,2,95000,1000,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.16852214,72.94381493,3.1,3
Posted On,2,94000,800,14 out of 18,Carpet Area,"Kanakia Hollywood, Sai Nagar",Mumbai,Semi-Furnished,Family,2,Contact Agent,,Attached,19.13930365,72.94885772,2.0,3
Posted On,2,40000,650,7 out of 11,Carpet Area,"Gaurav Heights, Kandivali West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Common,19.10608072,72.89208072,1.8,3
Posted On,3,150000,1300,6 out of 7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,19.02870358,72.81069241,7.1,0
Posted On,2,30000,600,2 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.13709389,72.95618256,1.8,3
Posted On,2,95000,750,7 out of 10,Carpet Area,Opera House,Mumbai,Furnished,Bachelors,2,Contact Agent,,Attached,19.06287702,72.82308064,6.6,0
Posted On,2,130000,890,45 out of 77,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Family,2,Contact Agent,,Attached,19.02478424,72.91274396,3.3,3
Posted On,1,14000,421,3 out of 4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,19.14462363,72.82648669,8.3,0
Posted On,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent,,Attached,19.11362443,72.83335244,9.9,0
Posted On,1,35000,350,2 out of 3,Super Area,Dadar West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,19.03390821,72.83879035,2.6,3
Posted On,2,57000,800,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.00060589,72.91368778,9.7,0
Posted On,2,45000,650,5 out of 6,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Standard,19.13874744,72.96407921,3.0,3
Posted On,1,11000,650,18 out of 19,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,,Common,19.02952165,72.85687515,3.1,3
Posted On,2,50000,650,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,18.99108317,72.91382529,7.7,0
Posted On,2,35000,680,12 out of 20,Carpet Area,"Parinee Adney, Borivali West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.06170939,72.91773661,7.6,0
Posted On,2,100000,800,1 out of 5,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.11486047,72.80809009,1.4,3
Posted On,3,130000,1250,12 out of 29,Carpet Area,"Adani Western Heights, 4 Bunglows",Mumbai,Semi-Furnished,Family,3,Contact Agent,,Common,19.09478564,72.82111029,2.6,3
Posted On,1,52000,475,10 out of 18,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,19.15419274,72.92527633,6.1,0
Posted On,2,28000,600,1 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,En-suite,19.11099549,72.95920645,1.2,3
Posted On,1,18000,450,2 out of 4,Super Area,"Nem Vihar, Mulund West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,19.05300671,72.92038762,1.6,3
Posted On,1,30000,400,3 out of 6,Super Area,Bhatti Pada,Mumbai,Unfurnished,Bachelors,1,Contact Owner,,Attached,19.02003074,72.88529186,3.1,3
Posted On,3,45000,985,Lower Basement out of 18,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",Mumbai,Unfurnished,Family,3,Contact Agent,,Attached,19.08936803,72.82477099,3.4,3
Posted On,3,130000,1450,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,3,Contact Agent,,Standard,19.05504262,72.8719739,6.1,0
Posted On,2,58000,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent,,En-suite,19.02121752,72.80983344,7.6,0
Posted On,2,65000,805,48 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Common,19.08933674,72.93409222,3.5,3
Posted On,1,24000,650,3 out of 4,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,19.04548007,72.9256884,5.6,0
Posted On,1,54500,515,12 out of 42,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,19.03649722,72.8242207,8.4,0
Posted On,3,70000,1000,15 out of 20,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.15389479,72.84633253,9.0,0
Posted On,3,67000,1050,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,3,Contact Agent,,Attached,19.00489924,72.97701839,8.3,0
Posted On,2,75000,777,17 out of 22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.16799413,72.89630353,5.9,0
Posted On,2,45000,831,16 out of 22,Carpet Area,"Kaustubh Platinum, Datta Pada",Mumbai,Unfurnished,Family,2,Contact Agent,,Common,19.07414227,72.90691947,5.2,3
Posted On,3,98000,1233,35 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Attached,19.02022567,72.79225695,9.7,0
Posted On,1,16000,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,18.99533619,72.79721317,7.1,0
Posted On,2,95000,900,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,En-suite,19.13545898,72.78710825,4.2,3
Posted On,2,40000,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.1113301,72.92275938,9.9,0
Posted On,3,300000,1800,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3,Contact Agent,,Attached,19.06753265,72.90690256,5.2,3
Posted On,2,80000,670,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Attached,19.02854402,72.92949899,3.9,3
Posted On,4,380000,2800,50 out of 75,Carpet Area,"Omkar 1973, Worli",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Standard,19.13972016,72.88518383,2.3,3
Posted On,3,160000,1197,18 out of 26,Carpet Area,"Aristo Pearl Residency, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,19.09311723,72.77843954,8.6,0
Posted On,2,44000,880,12 out of 27,Carpet Area,orchid suburbia,Mumbai,Unfurnished,Bachelors,2,Contact Owner,,Attached,19.00009119,72.88207572,7.4,0
Posted On,2,200000,1000,7 out of 8,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.06586603,72.8065311,6.1,0
Posted On,2,65000,935,2 out of 7,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,19.0553434,72.95554836,2.6,3
Posted On,2,50000,751,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.00640643,72.82091206,2.4,3
Posted On,1,6000,200,Ground out of 5,Super Area,"Sonal Apartment, Bhandari Compound",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,19.1756476,72.82648024,4.1,3
Posted On,4,280000,2500,24 out of 55,Carpet Area,"Island City Centre, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,,Common,19.02195434,72.88206389,6.8,0
Posted On,1,46000,500,6 out of 8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Furnished,Family,1,Contact Agent,,En-suite,19.14699196,72.96281184,1.4,3
Posted On,1,35000,430,15 out of 23,Carpet Area,"Conwood Astoria, Film City Road",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,,Common,19.17334135,72.79979695,9.1,0
Posted On,3,75000,1088,16 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Common,18.99443169,72.84628632,3.8,3
Posted On,1,20000,330,4 out of 8,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,19.03427888,72.83262684,1.7,3
Posted On,1,25000,400,Upper Basement out of 7,Carpet Area,shanti kutir tunga village powai,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,19.13386116,72.85491069,4.6,3
Posted On,3,110000,1200,6 out of 15,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,,Standard,19.12075063,72.95898438,5.3,3
Posted On,2,29500,700,2 out of 7,Carpet Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,En-suite,19.07846926,72.95194834,4.5,3
Posted On,3,53000,1000,16 out of 32,Carpet Area,"Mahindra Splendour, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.0773396,72.78595395,3.7,3
Posted On,2,85000,750,11 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.08916956,72.8537097,9.9,0
Posted On,1,26000,450,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Attached,19.1344831,72.90206668,1.2,3
Posted On,1,33000,640,11 out of 23,Super Area,Bhandup West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,,Attached,19.00867427,72.90597267,4.1,3
Posted On,3,180000,1190,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,19.07381119,72.87116568,3.8,3
Posted On,3,70000,850,5 out of 8,Super Area,Chembur,Mumbai,Unfurnished,Bachelors,3,Contact Agent,,Common,19.06875188,72.83784787,9.6,0
Posted On,1,17000,330,Ground out of 7,Carpet Area,Jankalyan Nagar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,,Attached,18.99691561,72.8191727,5.5,0
Posted On,2,37000,685,10 out of 18,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,Standard,19.07378336,72.89920325,7.4,0
Posted On,1,27000,400,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Common,19.13521822,72.80989535,6.1,0
Posted On,1,35500,500,8 out of 13,Carpet Area,"Mayfair Sonata Greens, Park Site Colony",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Common,19.14283687,72.83757474,3.2,3
Posted On,1,24000,550,2 out of 4,Carpet Area,Mulund West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,,Attached,19.11064912,72.78179089,9.0,0
Posted On,4,250000,2500,2 out of 8,Carpet Area,Juhu,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,,En-suite,18.98947625,72.90294307,1.7,3
Posted On,3,180000,1100,6 out of 15,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,3,Contact Agent,,En-suite,19.14423026,72.95290927,9.3,0
Posted On,2,18500,650,3 out of 12,Carpet Area,"Swayam Apartment, Poonam Gardens",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,18.98693071,72.91198322,5.0,3
Posted On,3,200000,1400,8 out of 17,Carpet Area,"Hill Road, Bandra West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,,Common,19.0605088,72.92923826,8.1,0
Posted On,2,70000,1050,14 out of 15,Carpet Area,"Godrej Prime, Chembur",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.06251733,72.79226388,6.4,0
Posted On,3,55000,850,6 out of 7,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,,Attached,18.98755481,72.83652986,5.1,3
Posted On,1,24000,550,Ground out of 4,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,,Standard,19.16792837,72.79927117,2.3,3
Posted On,2,55000,750,5 out of 8,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.0886603,72.7874722,4.5,3
Posted On,3,150000,1350,23 out of 25,Carpet Area,"Kalpataru Antariksha, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Standard,18.99189934,72.82441164,4.3,3
Posted On,2,50000,800,5 out of 8,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Standard,19.0694918,72.9587405,9.6,0
Posted On,4,300000,2650,14 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Standard,19.17539313,72.81174213,2.1,3
Posted On,3,90100,975,29 out of 35,Carpet Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.00655263,72.78240509,4.5,3
Posted On,3,57000,1325,15 out of 36,Carpet Area,"Raheja Exotica Sorento, Madh",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,,Attached,18.98086423,72.81856176,9.8,0
Posted On,2,40000,700,3 out of 6,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,19.09577286,72.87207881,5.9,0
Posted On,2,80000,700,3 out of 8,Carpet Area,Hindu Colony,Mumbai,Furnished,Family,2,Contact Agent,,Common,19.00122021,72.9728395,3.7,3
Posted On,2,95000,850,15 out of 25,Carpet Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.05223423,72.88018507,6.9,0
Posted On,1,14000,305,10 out of 24,Carpet Area,Ekta Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Agent,,Standard,19.12695347,72.95561339,3.7,3
Posted On,2,50000,850,8 out of 10,Carpet Area,"Dsk Madhuban, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.07773778,72.90543394,8.0,0
Posted On,2,43000,724,6 out of 11,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.1303103,72.95386999,1.8,3
Posted On,2,55000,650,8 out of 16,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,2,Contact Agent,,Attached,19.11805821,72.96504089,5.2,3
Posted On,2,35000,650,5 out of 7,Carpet Area,Nahur Gaothan,Mumbai,Unfurnished,Family,2,Contact Agent,,Common,19.10823585,72.83937562,1.2,3
Posted On,2,33000,700,15 out of 28,Carpet Area,"Acme Avenue, Kandivali West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Common,19.05442947,72.90362279,8.1,0
Posted On,2,47000,785,4 out of 7,Carpet Area,JB Nagar,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.17048514,72.9739198,9.1,0
Posted On,3,75000,1250,15 out of 20,Carpet Area,"Laksharia Tower, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,,Attached,19.08116686,72.89244879,8.7,0
Posted On,4,45000,1016,3 out of 36,Carpet Area,"Oasis, Lokhandwala Twp",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,,Attached,19.04756045,72.87709581,7.7,0
Posted On,1,36000,380,12 out of 20,Carpet Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.03609482,72.87237126,2.7,3
Posted On,1,40000,475,18 out of 23,Carpet Area,"Sanghvi Evana, Worli",Mumbai,Unfurnished,Bachelors,1,Contact Agent,,Attached,19.12997921,72.79329424,7.8,0
Posted On,1,40000,444,8 out of 11,Carpet Area,Sakinaka Junction,Mumbai,Unfurnished,Bachelors,2,Contact Agent,,En-suite,19.0220967,72.9347601,1.7,3
Posted On,2,32000,640,6 out of 20,Carpet Area,"GSA Grandeur, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Standard,19.15823,72.89323024,5.7,0
Posted On,1,17000,320,23 out of 23,Carpet Area,"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,19.15949983,72.85234273,3.6,3
Posted On,3,77000,1100,16 out of 21,Carpet Area,"Auris Serenity, Adarsh Nagar",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,,Attached,19.15109033,72.94644972,6.3,0
Posted On,4,290000,1500,5 out of 15,Carpet Area,"Benchmark Solus, Waterfield Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,,Standard,19.03092645,72.81424133,2.8,3
Posted On,2,35000,650,6 out of 8,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Common,19.1453095,72.83147113,1.7,3
Posted On,1,40000,508,16 out of 18,Carpet Area,"Kanakia Sevens, Marol Maroshi Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Common,19.04472808,72.85131357,7.8,0
Posted On,4,250000,2500,2 out of 10,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,,Common,19.14993184,72.94472317,6.6,0
Posted On,2,47000,720,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Attached,19.07033681,72.91656284,1.3,3
Posted On,2,50000,750,Ground out of 5,Super Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,19.03705658,72.88211762,2.5,3
Posted On,1,32000,430,2 out of 3,Carpet Area,"Sion East, Sion Koliwada",Mumbai,Unfurnished,Family,1,Contact Agent,,Attached,18.9775924,72.87105044,2.8,3
Posted On,2,8000,623,6 out of 7,Carpet Area,"Shreenath nagar, Morya Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,19.04375785,72.8571191,7.2,0
Posted On,3,240000,1358,40 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,Family,4,Contact Agent,,Common,19.16307331,72.94422801,7.7,0
Posted On,3,85000,1000,4 out of 11,Carpet Area,"Lodha Eternis, Chakala MIDC",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,19.14622733,72.78858577,2.7,3
Posted On,3,65000,1100,25 out of 28,Carpet Area,"Sejal Tower, Goregaon West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,,En-suite,19.14416849,72.79905628,3.1,3
Posted On,3,75000,1255,12 out of 17,Carpet Area,Bhakti Park,Mumbai,Furnished,Bachelors/Family,3,Contact Owner,,Attached,19.06185309,72.85367027,3.3,3
Posted On,1,26500,450,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,Furnished,Family,2,Contact Agent,,Attached,19.01700539,72.840308,9.1,0
Posted On,2,45000,650,3 out of 7,Carpet Area,"Akruti Aneri, Marol",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.09616031,72.78136008,2.3,3
Posted On,2,95000,955,34 out of 40,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,Common,19.13838931,72.96962282,2.2,3
Posted On,2,38000,700,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.14223834,72.85948905,5.0,3
Posted On,3,260000,1915,8 out of 23,Super Area,"Ashford Casa Grande, Lower Parel",Mumbai,Semi-Furnished,Family,4,Contact Agent,,En-suite,19.17405659,72.81254808,8.5,0
Posted On,4,300000,2308,9 out of 31,Carpet Area,"Windsor Grande Residences, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,,Attached,19.17357662,72.90876223,3.9,3
Posted On,3,180000,1250,11 out of 13,Carpet Area,"Ekta Trinity, Santacruz West",Mumbai,Semi-Furnished,Family,3,Contact Agent,,Attached,19.01437245,72.96448819,8.8,0
Posted On,2,40000,625,6 out of 14,Carpet Area,"Kailash Tower, Powai",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,19.00485264,72.80053931,8.6,0
Posted On,4,300000,2200,7 out of 8,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,,En-suite,19.08300345,72.97155364,8.5,0
Posted On,2,85000,870,5 out of 21,Carpet Area,"Royal Residency, Lal Baug",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Attached,19.07297881,72.81499342,2.3,3
Posted On,3,110000,1300,4 out of 12,Carpet Area,Kalina,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,En-suite,19.16701276,72.87413954,3.2,3
Posted On,2,40000,750,2 out of 8,Carpet Area,"Techno Park I, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,19.0335455,72.78676463,8.8,0
Posted On,2,45000,750,2 out of 8,Super Area,Andheri East,Mumbai,Furnished,Bachelors,2,Contact Owner,,Attached,19.10289155,72.82604854,9.4,0
Posted On,2,52000,550,3 out of 9,Carpet Area,Kalina,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,En-suite,19.13092036,72.96222572,4.8,3
Posted On,4,90000,1250,2 out of 7,Carpet Area,Andheri West,Mumbai,Furnished,Family,4,Contact Agent,,Attached,18.99793422,72.91763083,3.2,3
Posted On,3,140000,1400,11 out of 13,Carpet Area,"Insignia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent,,Attached,19.08706085,72.8170348,5.3,3
Posted On,3,150000,1330,32 out of 59,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Family,4,Contact Agent,,Attached,18.99509794,72.9444637,3.7,3
Posted On,3,65000,1000,5 out of 10,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Standard,19.0929766,72.81595436,3.4,3
Posted On,2,50000,770,4 out of 14,Carpet Area,"Sufalam CHS, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Common,19.11062681,72.88325894,1.4,3
Posted On,2,54000,800,3 out of 7,Carpet Area,"Shimpla Vighnaharta CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,19.00473228,72.85864603,10.0,0
Posted On,4,180000,1691,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,,Attached,18.99533073,72.90561037,7.5,0
Posted On,1,60000,550,12 out of 20,Carpet Area,"Neumec Elegance, Lower Parel",Mumbai,Furnished,Bachelors,2,Contact Agent,,Attached,19.0922039,72.92375517,5.4,3
Posted On,2,65000,800,10 out of 14,Carpet Area,Andheri West,Mumbai,Unfurnished,Family,2,Contact Agent,,Standard,19.15335634,72.94563407,2.2,3
Posted On,2,35000,615,6 out of 14,Carpet Area,"Aspire, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,19.04056407,72.94474125,4.5,3
Posted On,2,43000,663,25 out of 43,Carpet Area,"Wadhwa Atmosphere, Mulund West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,19.00515585,72.82860377,3.2,3
Posted On,1,20000,400,3 out of 4,Carpet Area,Bhandup,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,19.14110822,72.78513044,1.4,3
Posted On,2,57000,625,9 out of 18,Carpet Area,"Panch Complex, Powai",Mumbai,Furnished,Bachelors,2,Contact Agent,,Attached,19.0206656,72.95868255,2.1,3
Posted On,4,130000,1432,12 out of 20,Carpet Area,"Sabari Ashville, Chembur East",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,,Attached,19.12470641,72.95251881,2.6,3
Posted On,1,25000,425,3 out of 5,Carpet Area,Mulund West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,,Attached,19.03532987,72.84823423,7.5,0
Posted On,2,56000,649,5 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,19.06741422,72.94721222,4.6,3
Posted On,2,55000,905,10 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,,Attached,19.17295157,72.88927844,1.3,3
Posted On,2,18000,882,10 out of 22,Super Area,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2,Contact Owner,,Attached,19.16728044,72.78968908,9.1,0
Posted On,3,100000,1200,4 out of 15,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,,Attached,19.15773195,72.92489483,9.2,0
Posted On,2,76000,736,16 out of 36,Carpet Area,"Rustomjee Elanza, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent,,Attached,19.15515978,72.83346062,1.7,3
Posted On,3,270000,1710,25 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,,Common,18.99149824,72.89795877,7.9,0
Posted On,1,45000,225,3 out of 6,Carpet Area,"simla house at nepeasea road, Napean Sea Road",Mumbai,Unfurnished,Bachelors,1,Contact Owner,,Attached,19.05593451,72.78818904,7.5,0
Posted On,2,39000,720,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,,En-suite,19.14334464,72.90573671,7.8,0
Posted On,1,12500,555,6 out of 7,Super Area,"Hubtown Gardenia, Mira Road",Mumbai,Unfurnished,Bachelors,1,Contact Owner,,Common,19.00667054,72.85109729,4.7,3
Posted On,1,35000,415,2 out of 7,Super Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,19.00838216,72.96968289,1.7,3
Posted On,2,55000,649,4 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,19.10081507,72.87224055,4.7,3
Posted On,3,90000,1000,3 out of 3,Carpet Area,Vile Parle West,Mumbai,Furnished,Bachelors,2,Contact Agent,,Standard,18.98260702,72.95943707,3.5,3
Posted On,2,250000,1300,Upper Basement out of 10,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,,Common,18.98282697,72.83991272,2.2,3
